#	########################################
#	##### Peptide Assembling by Sipros #####
#	########################################
#
#	###############
#	# Input Files #
#	###############
#
#	[Input_Files]
#
#	psm{Run1} = sipNew/Pan_052322_X1.psm.txt
#
#	pep{Run1} = sipNew/Pan_052322_X1.pep.txt
#
#	########################
#	# Filtering Parameters #
#	########################
#
#	[Protein_Identification]
#
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 1
#
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#
#	#######################
#	# Statistical Results #
#	#######################
#
#	[Statistical_Results]
#
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 72
#	Target_Proteins_Before_Filtering = 1196
#	Total_Proteins_Before_Filtering = 1268
#
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 71
#	Target_Proteins_After_Filtering = 1183
#	Total_Proteins_After_Filtering = 1254
#
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.0566188197767
#
#	################
#	# Column Names #
#	################
#
#	[Column_Names]
#
#	+ = Marker of a protein line
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#
#	* = Marker of a PSM line
#	Filename = Filename of input FT2 file
#	ScanNumber = Scan number of the PSM
#	ParentCharge = Charge state of the PSM
#	MeasuredParentMass = Measured parent mass
#	CalculatedParentMass = Calculated parent mass from peptide sequence
#	MassErrorDa = Mass error in Da with 1-Da error correction
#	MassErrorPPM = Mass error in PPM with 1-Da error correction
#	ScanType = Scan type of the PSM
#	SearchName = Sipros search name
#	ScoringFunction = Scoring function used in the search
#	Score = Score
#	DeltaZ = Difference between the best PSM and the next best PSM of this scan
#	DeltaP = Difference between the best modified PSM and its PTM isoform
#	IdentifiedPeptide = Identified peptide sequence with potential PTMs and mutations
#	OriginalPeptide = Original peptide sequence in the FASTA file
#	ProteinNames = Names of proteins of the peptide
#	ProteinCount = Number of proteins that the peptide can be assigned to
#	TargetMatch = T for target match and F for decoy match
#
	ProteinID	AverageEnrichmentLevel	StandardDeviation	UniqueSpectrumCounts	TotalSpectrumCounts	EnrichmentLevels	ProteinDescription
+	{sp|P61175|RL22_ECOLI}	58000	0	1	1	{58000}	{sp|P61175|RL22_ECOLI 50S ribosomal protein L22 OS=Escherichia coli (strain K12) OX=83333 GN=rplV PE=1 SV=1}
+	{sp|P0AE08|AHPC_ECOLI}	46000	0	1	1	{46000}	{sp|P0AE08|AHPC_ECOLI Alkyl hydroperoxide reductase C OS=Escherichia coli (strain K12) OX=83333 GN=ahpC PE=1 SV=2}
+	{sp|P00582|DPO1_ECOLI}	53000	0	4	4	{53000,53000,53000,53000}	{sp|P00582|DPO1_ECOLI DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1}
+	{sp|P0AB93|ARSB_ECOLI}	26000	0	1	1	{26000}	{sp|P0AB93|ARSB_ECOLI Arsenical pump membrane protein OS=Escherichia coli (strain K12) OX=83333 GN=arsB PE=1 SV=1}
+	{sp|P0A8V2|RPOB_ECOLI}	53000	0	23	23	{53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000}	{sp|P0A8V2|RPOB_ECOLI DNA-directed RNA polymerase subunit beta OS=Escherichia coli (strain K12) OX=83333 GN=rpoB PE=1 SV=1}
+	{sp|P0A796|PFKA_ECOLI}	51000	0	2	2	{51000,51000}	{sp|P0A796|PFKA_ECOLI ATP-dependent 6-phosphofructokinase isozyme 1 OS=Escherichia coli (strain K12) OX=83333 GN=pfkA PE=1 SV=1}
+	{sp|P09151|LEU1_ECOLI}	58000	0	2	2	{58000,58000}	{sp|P09151|LEU1_ECOLI 2-isopropylmalate synthase OS=Escherichia coli (strain K12) OX=83333 GN=leuA PE=1 SV=5}
+	{sp|P0AD59|IVY_ECOLI}	46000	0	3	3	{46000,46000,46000}	{sp|P0AD59|IVY_ECOLI Inhibitor of vertebrate lysozyme OS=Escherichia coli (strain K12) OX=83333 GN=ivy PE=1 SV=1}
+	{sp|P0A7D4|PURA_ECOLI}	49000	0	15	15	{49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000}	{sp|P0A7D4|PURA_ECOLI Adenylosuccinate synthetase OS=Escherichia coli (strain K12) OX=83333 GN=purA PE=1 SV=2}
+	{sp|P0AG30|RHO_ECOLI}	49000	0	18	18	{49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000}	{sp|P0AG30|RHO_ECOLI Transcription termination factor Rho OS=Escherichia coli (strain K12) OX=83333 GN=rho PE=1 SV=1}
+	{sp|P0A7N4|RL32_ECOLI}	50000	0	3	3	{50000,50000,50000}	{sp|P0A7N4|RL32_ECOLI 50S ribosomal protein L32 OS=Escherichia coli (strain K12) OX=83333 GN=rpmF PE=1 SV=2}
+	{Rev_sp|P69829|PTSN_ECOLI}	66000	0	2	2	{66000,66000}	{N/A}
+	{sp|P0AF12|MTNN_ECOLI}	51000	0	2	2	{51000,51000}	{sp|P0AF12|MTNN_ECOLI 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Escherichia coli (strain K12) OX=83333 GN=mtnN PE=1 SV=1}
+	{sp|P64463|YDFZ_ECOLI}	48000	0	2	2	{48000,48000}	{sp|P64463|YDFZ_ECOLI Putative selenoprotein YdfZ OS=Escherichia coli (strain K12) OX=83333 GN=ydfZ PE=1 SV=1}
+	{sp|P27250|AHR_ECOLI}	57000	0	1	1	{57000}	{sp|P27250|AHR_ECOLI Aldehyde reductase Ahr OS=Escherichia coli (strain K12) OX=83333 GN=ahr PE=1 SV=2}
+	{sp|P0ABA6|ATPG_ECOLI}	46000	0	1	1	{46000}	{sp|P0ABA6|ATPG_ECOLI ATP synthase gamma chain OS=Escherichia coli (strain K12) OX=83333 GN=atpG PE=1 SV=1}
+	{sp|P0A6N8|EFPL_ECOLI}	48000	0	1	1	{48000}	{sp|P0A6N8|EFPL_ECOLI Elongation factor P-like protein OS=Escherichia coli (strain K12) OX=83333 GN=yeiP PE=1 SV=1}
+	{sp|P0A7L0|RL1_ECOLI}	50000	0	9	9	{50000,50000,50000,50000,50000,50000,50000,50000,50000}	{sp|P0A7L0|RL1_ECOLI 50S ribosomal protein L1 OS=Escherichia coli (strain K12) OX=83333 GN=rplA PE=1 SV=2}
+	{sp|P0A9M5|XGPT_ECOLI}	55000	0	1	1	{55000}	{sp|P0A9M5|XGPT_ECOLI Xanthine-guanine phosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=gpt PE=1 SV=1}
+	{sp|P0DTT0|BIPA_ECOLI}	61000	0	1	1	{61000}	{sp|P0DTT0|BIPA_ECOLI 50S ribosomal subunit assembly factor BipA OS=Escherichia coli (strain K12) OX=83333 GN=bipA PE=1 SV=1}
+	{sp|P21889|SYD_ECOLI}	50000	0	8	8	{50000,50000,50000,50000,50000,50000,50000,50000}	{sp|P21889|SYD_ECOLI Aspartate--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=aspS PE=1 SV=1}
+	{sp|P23847|DPPA_ECOLI}	56000	0	2	2	{56000,56000}	{sp|P23847|DPPA_ECOLI Dipeptide-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=dppA PE=1 SV=1}
+	{sp|P0A7U3|RS19_ECOLI}	61000	0	1	1	{61000}	{sp|P0A7U3|RS19_ECOLI 30S ribosomal protein S19 OS=Escherichia coli (strain K12) OX=83333 GN=rpsS PE=1 SV=2}
+	{sp|P0AGK4|YHBY_ECOLI}	51000	0	1	1	{51000}	{sp|P0AGK4|YHBY_ECOLI RNA-binding protein YhbY OS=Escherichia coli (strain K12) OX=83333 GN=yhbY PE=1 SV=1}
+	{sp|P05459|PDXB_ECOLI}	46000	0	2	2	{46000,46000}	{sp|P05459|PDXB_ECOLI Erythronate-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=pdxB PE=2 SV=2}
+	{sp|P08142|ILVB_ECOLI}	54000	0	1	1	{54000}	{sp|P08142|ILVB_ECOLI Acetolactate synthase isozyme 1 large subunit OS=Escherichia coli (strain K12) OX=83333 GN=ilvB PE=1 SV=1}
+	{sp|Q46829|BGLA_ECOLI}	36000	0	2	2	{36000,36000}	{sp|Q46829|BGLA_ECOLI 6-phospho-beta-glucosidase BglA OS=Escherichia coli (strain K12) OX=83333 GN=bglA PE=1 SV=2}
+	{sp|P0A8M0|SYN_ECOLI}	54000	0	10	10	{54000,54000,54000,54000,54000,54000,54000,54000,54000,54000}	{sp|P0A8M0|SYN_ECOLI Asparagine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=asnS PE=1 SV=2}
+	{sp|P20083|PARE_ECOLI}	53000	0	1	1	{53000}	{sp|P20083|PARE_ECOLI DNA topoisomerase 4 subunit B OS=Escherichia coli (strain K12) OX=83333 GN=parE PE=1 SV=3}
+	{sp|P62707|GPMA_ECOLI}	52000	0	9	9	{52000,52000,52000,52000,52000,52000,52000,52000,52000}	{sp|P62707|GPMA_ECOLI 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase OS=Escherichia coli (strain K12) OX=83333 GN=gpmA PE=1 SV=2}
+	{sp|P00887|AROH_ECOLI}	50000	0	1	1	{50000}	{sp|P00887|AROH_ECOLI Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive OS=Escherichia coli (strain K12) OX=83333 GN=aroH PE=1 SV=4}
+	{sp|P64596|DOLP_ECOLI}	52000	0	4	4	{52000,52000,52000,52000}	{sp|P64596|DOLP_ECOLI Outer membrane lipoprotein DolP OS=Escherichia coli (strain K12) OX=83333 GN=dolP PE=1 SV=1}
+	{sp|P0AGD1|SODC_ECOLI}	51000	0	1	1	{51000}	{sp|P0AGD1|SODC_ECOLI Superoxide dismutase [Cu-Zn] OS=Escherichia coli (strain K12) OX=83333 GN=sodC PE=1 SV=1}
+	{sp|P77247|HXPB_ECOLI}	45000	0	2	2	{45000,45000}	{sp|P77247|HXPB_ECOLI Hexitol phosphatase B OS=Escherichia coli (strain K12) OX=83333 GN=hxpB PE=1 SV=1}
+	{sp|P30178|HCXB_ECOLI}	57000	0	1	1	{57000}	{sp|P30178|HCXB_ECOLI Hydroxycarboxylate dehydrogenase B OS=Escherichia coli (strain K12) OX=83333 GN=hcxB PE=1 SV=2}
+	{sp|P63020|NFUA_ECOLI}	63000	0	1	1	{63000}	{sp|P63020|NFUA_ECOLI Fe/S biogenesis protein NfuA OS=Escherichia coli (strain K12) OX=83333 GN=nfuA PE=1 SV=1}
+	{sp|P00350|6PGD_ECOLI}	46000	0	8	8	{46000,46000,46000,46000,46000,46000,46000,46000}	{sp|P00350|6PGD_ECOLI 6-phosphogluconate dehydrogenase, decarboxylating OS=Escherichia coli (strain K12) OX=83333 GN=gnd PE=1 SV=2}
+	{Rev_sp|P77539|YDJL_ECOLI}	44000	0	1	1	{44000}	{N/A}
+	{sp|P00904|TRPGD_ECOLI}	46000	0	4	4	{46000,46000,46000,46000}	{sp|P00904|TRPGD_ECOLI Bifunctional protein TrpGD OS=Escherichia coli (strain K12) OX=83333 GN=trpGD PE=1 SV=3}
+	{sp|P0AB89|PUR8_ECOLI}	58000	0	1	1	{58000}	{sp|P0AB89|PUR8_ECOLI Adenylosuccinate lyase OS=Escherichia coli (strain K12) OX=83333 GN=purB PE=1 SV=1}
+	{sp|P0AEZ3|MIND_ECOLI}	52000	0	4	4	{52000,52000,52000,52000}	{sp|P0AEZ3|MIND_ECOLI Septum site-determining protein MinD OS=Escherichia coli (strain K12) OX=83333 GN=minD PE=1 SV=2}
+	{sp|P62399|RL5_ECOLI}	52000	0	1	1	{52000}	{sp|P62399|RL5_ECOLI 50S ribosomal protein L5 OS=Escherichia coli (strain K12) OX=83333 GN=rplE PE=1 SV=2}
+	{sp|P60546|KGUA_ECOLI}	47000	0	2	2	{47000,47000}	{sp|P60546|KGUA_ECOLI Guanylate kinase OS=Escherichia coli (strain K12) OX=83333 GN=gmk PE=1 SV=1}
+	{sp|P0A9A9|FUR_ECOLI}	49000	0	6	6	{49000,49000,49000,49000,49000,49000}	{sp|P0A9A9|FUR_ECOLI Ferric uptake regulation protein OS=Escherichia coli (strain K12) OX=83333 GN=fur PE=1 SV=1}
+	{sp|Q46948|YAJL_ECOLI}	47000	0	2	2	{47000,47000}	{sp|Q46948|YAJL_ECOLI Protein/nucleic acid deglycase 3 OS=Escherichia coli (strain K12) OX=83333 GN=yajL PE=1 SV=2}
+	{sp|P0A7R1|RL9_ECOLI}	58000	0	4	4	{58000,58000,58000,58000}	{sp|P0A7R1|RL9_ECOLI 50S ribosomal protein L9 OS=Escherichia coli (strain K12) OX=83333 GN=rplI PE=1 SV=1}
+	{sp|P0AA16|OMPR_ECOLI}	43000	0	3	3	{43000,43000,43000}	{sp|P0AA16|OMPR_ECOLI DNA-binding dual transcriptional regulator OmpR OS=Escherichia coli (strain K12) OX=83333 GN=ompR PE=1 SV=1}
+	{sp|P23893|GSA_ECOLI}	53000	0	4	4	{53000,53000,53000,53000}	{sp|P23893|GSA_ECOLI Glutamate-1-semialdehyde 2,1-aminomutase OS=Escherichia coli (strain K12) OX=83333 GN=hemL PE=1 SV=2}
+	{sp|P0A8V2|RPOB_ECOLI}	49000	0	32	32	{49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000,49000}	{sp|P0A8V2|RPOB_ECOLI DNA-directed RNA polymerase subunit beta OS=Escherichia coli (strain K12) OX=83333 GN=rpoB PE=1 SV=1}
+	{sp|P0ADG7|IMDH_ECOLI}	53000	0	8	8	{53000,53000,53000,53000,53000,53000,53000,53000}	{sp|P0ADG7|IMDH_ECOLI Inosine-5'-monophosphate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=guaB PE=1 SV=1}
+	{sp|P27278|NADR_ECOLI}	55000	0	2	2	{55000,55000}	{sp|P27278|NADR_ECOLI Trifunctional NAD biosynthesis/regulator protein NadR OS=Escherichia coli (strain K12) OX=83333 GN=nadR PE=1 SV=2}
+	{sp|P15639|PUR9_ECOLI}	53000	0	11	11	{53000,53000,53000,53000,53000,53000,53000,53000,53000,53000,53000}	{sp|P15639|PUR9_ECOLI Bifunctional purine biosynthesis protein PurH OS=Escherichia coli (strain K12) OX=83333 GN=purH PE=1 SV=1}
+	{sp|P62707|GPMA_ECOLI}	39000	0	1	1	{39000}	{sp|P62707|GPMA_ECOLI 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase OS=Escherichia coli (strain K12) OX=83333 GN=gpmA PE=1 SV=2}
+	{sp|P77739|KT3K_ECOLI}	50000	0	1	1	{50000}	{sp|P77739|KT3K_ECOLI Probable ketoamine kinase YniA OS=Escherichia coli (strain K12) OX=83333 GN=yniA PE=3 SV=1}
+	{sp|P0A6X3|HFQ_ECOLI}	47000	0	2	2	{47000,47000}	{sp|P0A6X3|HFQ_ECOLI RNA-binding protein Hfq OS=Escherichia coli (strain K12) OX=83333 GN=hfq PE=1 SV=2}
+	{sp|P0DTT0|BIPA_ECOLI}	67000	0	1	1	{67000}	{sp|P0DTT0|BIPA_ECOLI 50S ribosomal subunit assembly factor BipA OS=Escherichia coli (strain K12) OX=83333 GN=bipA PE=1 SV=1}
+	{sp|P0A7B5|PROB_ECOLI}	44000	0	1	1	{44000}	{sp|P0A7B5|PROB_ECOLI Glutamate 5-kinase OS=Escherichia coli (strain K12) OX=83333 GN=proB PE=1 SV=1}
+	{sp|P07001|PNTA_ECOLI}	39000	0	1	1	{39000}	{sp|P07001|PNTA_ECOLI NAD(P) transhydrogenase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=pntA PE=1 SV=2}
+	{sp|P06721|METC_ECOLI}	52000	0	1	1	{52000}	{sp|P06721|METC_ECOLI Cystathionine beta-lyase MetC OS=Escherichia coli (strain K12) OX=83333 GN=metC PE=1 SV=1}
+	{sp|P37666|GHRB_ECOLI}	52000	0	2	2	{52000,52000}	{sp|P37666|GHRB_ECOLI Glyoxylate/hydroxypyruvate reductase B OS=Escherichia coli (strain K12) OX=83333 GN=ghrB PE=1 SV=3}
+	{sp|P21499|RNR_ECOLI}	54000	0	2	2	{54000,54000}	{sp|P21499|RNR_ECOLI Ribonuclease R OS=Escherichia coli (strain K12) OX=83333 GN=rnr PE=1 SV=2}
+	{sp|P0AFU4|GLRR_ECOLI}	55000	0	1	1	{55000}	{sp|P0AFU4|GLRR_ECOLI Transcriptional regulatory protein GlrR OS=Escherichia coli (strain K12) OX=83333 GN=glrR PE=1 SV=1}
+	{sp|P00959|SYM_ECOLI}	48000	0	5	5	{48000,48000,48000,48000,48000}	{sp|P00959|SYM_ECOLI Methionine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=metG PE=1 SV=2}
+	{sp|P25553|ALDA_ECOLI}	45000	0	1	1	{45000}	{sp|P25553|ALDA_ECOLI Lactaldehyde dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=aldA PE=1 SV=2}
+	{sp|P30125|LEU3_ECOLI}	54000	0	3	3	{54000,54000,54000}	{sp|P30125|LEU3_ECOLI 3-isopropylmalate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=leuB PE=1 SV=3}
+	{sp|P0AAB6|GALF_ECOLI}	51000	0	1	1	{51000}	{sp|P0AAB6|GALF_ECOLI UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=galF PE=1 SV=1}
+	{sp|P0A6E6|ATPE_ECOLI}	53000	0	1	1	{53000}	{sp|P0A6E6|ATPE_ECOLI ATP synthase epsilon chain OS=Escherichia coli (strain K12) OX=83333 GN=atpC PE=1 SV=2}
+	{sp|P36879|YADG_ECOLI}	47000	0	2	2	{47000,47000}	{sp|P36879|YADG_ECOLI Uncharacterized ABC transporter ATP-binding protein YadG OS=Escherichia coli (strain K12) OX=83333 GN=yadG PE=1 SV=1}
+	{sp|P28635|METQ_ECOLI}	52000	0	3	3	{52000,52000,52000}	{sp|P28635|METQ_ECOLI D-methionine-binding lipoprotein MetQ OS=Escherichia coli (strain K12) OX=83333 GN=metQ PE=1 SV=2}
+	{sp|P0ABU5|ELBB_ECOLI}	56000	0	4	4	{56000,56000,56000,56000}	{sp|P0ABU5|ELBB_ECOLI Glyoxalase ElbB OS=Escherichia coli (strain K12) OX=83333 GN=elbB PE=1 SV=1}
+	{sp|P0A9Q9|DHAS_ECOLI}	46000	0	2	2	{46000,46000}	{sp|P0A9Q9|DHAS_ECOLI Aspartate-semialdehyde dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=asd PE=1 SV=1}
+	{sp|P24240|ASCB_ECOLI}	42000	0	1	1	{42000}	{sp|P24240|ASCB_ECOLI 6-phospho-beta-glucosidase AscB OS=Escherichia coli (strain K12) OX=83333 GN=ascB PE=3 SV=2}
+	{sp|P08622|DNAJ_ECOLI}	49000	0	2	2	{49000,49000}	{sp|P08622|DNAJ_ECOLI Chaperone protein DnaJ OS=Escherichia coli (strain K12) OX=83333 GN=dnaJ PE=1 SV=3}
+	{sp|P0AF28|NARL_ECOLI}	52000	0	1	1	{52000}	{sp|P0AF28|NARL_ECOLI Nitrate/nitrite response regulator protein NarL OS=Escherichia coli (strain K12) OX=83333 GN=narL PE=1 SV=1}
+	{sp|P0ABU0|MENB_ECOLI}	40000	0	1	1	{40000}	{sp|P0ABU0|MENB_ECOLI 1,4-dihydroxy-2-naphthoyl-CoA synthase OS=Escherichia coli (strain K12) OX=83333 GN=menB PE=1 SV=1}
+	{sp|P0AF93|RIDA_ECOLI}	50000	0	2	2	{50000,50000}	{sp|P0AF93|RIDA_ECOLI 2-iminobutanoate/2-iminopropanoate deaminase OS=Escherichia coli (strain K12) OX=83333 GN=ridA PE=1 SV=2}
+	{sp|P0A7L8|RL27_ECOLI}	51000	0	1	1	{51000}	{sp|P0A7L8|RL27_ECOLI 50S ribosomal protein L27 OS=Escherichia coli (strain K12) OX=83333 GN=rpmA PE=1 SV=2}
+	{sp|P75874|YCCU_ECOLI}	48000	0	2	2	{48000,48000}	{sp|P75874|YCCU_ECOLI Uncharacterized protein YccU OS=Escherichia coli (strain K12) OX=83333 GN=yccU PE=1 SV=2}
+	{sp|P0AF70|YJEI_ECOLI}	47000	0	1	1	{47000}	{sp|P0AF70|YJEI_ECOLI Uncharacterized protein YjeI OS=Escherichia coli (strain K12) OX=83333 GN=yjeI PE=3 SV=1}
+	{sp|P0AE88|CPXR_ECOLI}	55000	0	2	2	{55000,55000}	{sp|P0AE88|CPXR_ECOLI Transcriptional regulatory protein CpxR OS=Escherichia coli (strain K12) OX=83333 GN=cpxR PE=1 SV=1}
+	{sp|P17846|CYSI_ECOLI}	44000	0	1	1	{44000}	{sp|P17846|CYSI_ECOLI Sulfite reductase [NADPH] hemoprotein beta-component OS=Escherichia coli (strain K12) OX=83333 GN=cysI PE=1 SV=4}
+	{sp|P15047|ENTA_ECOLI}	56000	0	2	2	{56000,56000}	{sp|P15047|ENTA_ECOLI 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=entA PE=1 SV=1}
+	{sp|P15993|AROP_ECOLI}	56000	0	1	1	{56000}	{sp|P15993|AROP_ECOLI Aromatic amino acid transport protein AroP OS=Escherichia coli (strain K12) OX=83333 GN=aroP PE=1 SV=3}
+	{sp|P39831|YDFG_ECOLI}	52000	0	1	1	{52000}	{sp|P39831|YDFG_ECOLI NADP-dependent 3-hydroxy acid dehydrogenase YdfG OS=Escherichia coli (strain K12) OX=83333 GN=ydfG PE=1 SV=2}
+	{sp|P77544|YFCF_ECOLI}	55000	0	3	3	{55000,55000,55000}	{sp|P77544|YFCF_ECOLI Glutathione S-transferase YfcF OS=Escherichia coli (strain K12) OX=83333 GN=yfcF PE=1 SV=1}
+	{sp|P07623|METAS_ECOLI}	44000	0	1	1	{44000}	{sp|P07623|METAS_ECOLI Homoserine O-succinyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=metAS PE=1 SV=4}
+	{sp|P37689|GPMI_ECOLI}	49000	0	7	7	{49000,49000,49000,49000,49000,49000,49000}	{sp|P37689|GPMI_ECOLI 2,3-bisphosphoglycerate-independent phosphoglycerate mutase OS=Escherichia coli (strain K12) OX=83333 GN=gpmI PE=1 SV=1}
+	{sp|P15034|AMPP_ECOLI}	54000	0	2	2	{54000,54000}	{sp|P15034|AMPP_ECOLI Xaa-Pro aminopeptidase OS=Escherichia coli (strain K12) OX=83333 GN=pepP PE=1 SV=2}
+	{sp|P0AG67|RS1_ECOLI}	41000	0	2	2	{41000,41000}	{sp|P0AG67|RS1_ECOLI 30S ribosomal protein S1 OS=Escherichia coli (strain K12) OX=83333 GN=rpsA PE=1 SV=1}
+	{sp|P00582|DPO1_ECOLI}	46000	0	4	4	{46000,46000,46000,46000}	{sp|P00582|DPO1_ECOLI DNA polymerase I OS=Escherichia coli (strain K12) OX=83333 GN=polA PE=1 SV=1}
+	{sp|P0A9A6|FTSZ_ECOLI}	56000	0	3	3	{56000,56000,56000}	{sp|P0A9A6|FTSZ_ECOLI Cell division protein FtsZ OS=Escherichia coli (strain K12) OX=83333 GN=ftsZ PE=1 SV=1}
+	{sp|P77148|YDHS_ECOLI}	52000	0	4	4	{52000,52000,52000,52000}	{sp|P77148|YDHS_ECOLI Uncharacterized protein YdhS OS=Escherichia coli (strain K12) OX=83333 GN=ydhS PE=4 SV=1}
+	{sp|P69411|RCSF_ECOLI}	48000	0	2	2	{48000,48000}	{sp|P69411|RCSF_ECOLI Outer membrane lipoprotein RcsF OS=Escherichia coli (strain K12) OX=83333 GN=rcsF PE=1 SV=1}
+	{sp|P0ACG1|STPA_ECOLI}	59000	0	1	1	{59000}	{sp|P0ACG1|STPA_ECOLI DNA-binding protein StpA OS=Escherichia coli (strain K12) OX=83333 GN=stpA PE=1 SV=1}
+	{sp|P07913|TDH_ECOLI}	51000	0	1	1	{51000}	{sp|P07913|TDH_ECOLI L-threonine 3-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=tdh PE=1 SV=1}
+	{sp|P33363|BGLX_ECOLI}	46000	0	1	1	{46000}	{sp|P33363|BGLX_ECOLI Periplasmic beta-glucosidase OS=Escherichia coli (strain K12) OX=83333 GN=bglX PE=3 SV=2}
+	{sp|P23845|CYSN_ECOLI}	51000	0	5	5	{51000,51000,51000,51000,51000}	{sp|P23845|CYSN_ECOLI Sulfate adenylyltransferase subunit 1 OS=Escherichia coli (strain K12) OX=83333 GN=cysN PE=1 SV=1}
+	{sp|P25437|FRMA_ECOLI}	43000	0	1	1	{43000}	{sp|P25437|FRMA_ECOLI S-(hydroxymethyl)glutathione dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=frmA PE=1 SV=3}
+	{sp|P77774|BAMB_ECOLI}	50000	0	1	1	{50000}	{sp|P77774|BAMB_ECOLI Outer membrane protein assembly factor BamB OS=Escherichia coli (strain K12) OX=83333 GN=bamB PE=1 SV=1}
+	{sp|P0A9B2|G3P1_ECOLI}	60000	0	1	1	{60000}	{sp|P0A9B2|G3P1_ECOLI Glyceraldehyde-3-phosphate dehydrogenase A OS=Escherichia coli (strain K12) OX=83333 GN=gapA PE=1 SV=2}
+	{Rev_sp|P69924|RIR2_ECOLI}	52000	0	2	2	{52000,52000}	{N/A}
+	{sp|P0AES4|GYRA_ECOLI}	44000	0	4	4	{44000,44000,44000,44000}	{sp|P0AES4|GYRA_ECOLI DNA gyrase subunit A OS=Escherichia coli (strain K12) OX=83333 GN=gyrA PE=1 SV=1}
+	{sp|P0AA25|THIO_ECOLI}	56000	0	1	1	{56000}	{sp|P0AA25|THIO_ECOLI Thioredoxin 1 OS=Escherichia coli (strain K12) OX=83333 GN=trxA PE=1 SV=2}
+	{sp|P0ABD5|ACCA_ECOLI}	50000	0	2	2	{50000,50000}	{sp|P0ABD5|ACCA_ECOLI Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=accA PE=1 SV=2}
+	{sp|P0AGK4|YHBY_ECOLI}	47000	0	1	1	{47000}	{sp|P0AGK4|YHBY_ECOLI RNA-binding protein YhbY OS=Escherichia coli (strain K12) OX=83333 GN=yhbY PE=1 SV=1}
+	{sp|P45395|KDSD_ECOLI}	50000	0	1	1	{50000}	{sp|P45395|KDSD_ECOLI Arabinose 5-phosphate isomerase KdsD OS=Escherichia coli (strain K12) OX=83333 GN=kdsD PE=1 SV=1}
+	{sp|P76506|MLAA_ECOLI}	50000	0	2	2	{50000,50000}	{sp|P76506|MLAA_ECOLI Intermembrane phospholipid transport system lipoprotein MlaA OS=Escherichia coli (strain K12) OX=83333 GN=mlaA PE=1 SV=1}
+	{sp|P09029|PURK_ECOLI}	58000	0	1	1	{58000}	{sp|P09029|PURK_ECOLI N5-carboxyaminoimidazole ribonucleotide synthase OS=Escherichia coli (strain K12) OX=83333 GN=purK PE=1 SV=2}
+	{Rev_sp|P0A9S3|GATD_ECOLI}	52000	0	1	1	{52000}	{N/A}
